Image,Framework,Version
C:\Program Files (x86)\Microsoft SDKs\Windows\v10.0A\bin\NETFX 4.6.2 Tools\SecAnnotate.exe,.NET Framework,v4.0.30319
C:\Program Files (x86)\Microsoft SDKs\Windows\v10.0A\bin\NETFX 4.6.2 Tools\ResGen.exe,.NET Framework,v4.0.30319
C:\Program Files (x86)\Microsoft SDKs\Windows\v10.0A\bin\NETFX 4.6.2 Tools\MSBuildTaskHost.exe,.NET Framework,v2.0.50727
C:\Program Files (x86)\Microsoft SDKs\Windows\v10.0A\bin\NETFX 4.6.2 Tools\mpgo.exe,.NET Framework,v4.0.30319
C:\Program Files (x86)\Microsoft SDKs\Windows\v10.0A\bin\NETFX 4.6.2 Tools\mgmtclassgen.exe,.NET Framework,v4.0.30319
C:\Program Files (x86)\Microsoft SDKs\Windows\v10.0A\bin\NETFX 4.6.2 Tools\mageui.exe,.NET Framework,v4.0.30319
C:\Program Files (x86)\Microsoft SDKs\Windows\v10.0A\bin\NETFX 4.6.2 Tools\mage.exe,.NET Framework,v4.0.30319
C:\Program Files (x86)\Microsoft SDKs\Windows\v10.0A\bin\NETFX 4.6.2 Tools\lc.exe,.NET Framework,v4.0.30319
C:\Program Files (x86)\Microsoft SDKs\Windows\v10.0A\bin\NETFX 4.6.2 Tools\disco.exe,.NET Framework,v4.0.30319
C:\Program Files (x86)\Microsoft SDKs\Windows\v10.0A\bin\NETFX 4.6.2 Tools\AxImp.exe,.NET Framework,v4.0.30319
C:\Program Files (x86)\Microsoft SDKs\Windows\v10.0A\bin\NETFX 4.6.2 Tools\aspnet_merge.exe,.NET Framework,v4.0.30319
C:\Program Files (x86)\Microsoft SDKs\Windows\v10.0A\bin\NETFX 4.6.2 Tools\aspnet_intern.exe,.NET Framework,v4.0.30319
C:\Program Files (x86)\Microsoft SDKs\Windows\v10.0A\bin\NETFX 4.8 Tools\x64\xsd.exe,.NET Framework,v4.0.30319
C:\Program Files (x86)\Microsoft SDKs\Windows\v10.0A\bin\NETFX 4.8 Tools\x64\wsdl.exe,.NET Framework,v4.0.30319
C:\Program Files (x86)\Microsoft SDKs\Windows\v10.0A\bin\NETFX 4.8 Tools\x64\TlbImp.exe,.NET Framework,v4.0.30319
C:\Program Files (x86)\Microsoft SDKs\Windows\v10.0A\bin\NETFX 4.8 Tools\x64\TlbExp.exe,.NET Framework,v4.0.30319
C:\Program Files (x86)\Microsoft SDKs\Windows\v10.0A\bin\NETFX 4.8 Tools\x64\SvcUtil.exe,.NET Framework,4.5
C:\Program Files (x86)\Microsoft SDKs\Windows\v10.0A\bin\NETFX 4.8 Tools\x64\sgen.exe,.NET Framework,v4.0.30319
C:\Program Files (x86)\Microsoft SDKs\Windows\v10.0A\bin\NETFX 4.8 Tools\x64\MSBuildTaskHost.exe,.NET Framework,v2.0.50727
C:\Program Files (x86)\Microsoft SDKs\Windows\v10.0A\bin\NETFX 4.8 Tools\x64\lc.exe,.NET Framework,v4.0.30319
C:\Program Files (x86)\Microsoft SDKs\Windows\v10.0A\bin\NETFX 4.8 Tools\x64\disco.exe,.NET Framework,v4.0.30319
C:\Program Files (x86)\Microsoft SDKs\Windows\v10.0A\bin\NETFX 4.8 Tools\x64\AxImp.exe,.NET Framework,v4.0.30319
C:\Program Files (x86)\Microsoft SDKs\Windows\v10.0A\bin\NETFX 4.8 Tools\xsltc.exe,.NET Framework,v4.0.30319
C:\Program Files (x86)\Microsoft SDKs\Windows\v10.0A\bin\NETFX 4.8 Tools\xsd.exe,.NET Framework,v4.0.30319
C:\Program Files (x86)\Microsoft SDKs\Windows\v10.0A\bin\NETFX 4.8 Tools\wsdl.exe,.NET Framework,v4.0.30319
C:\Program Files (x86)\Microsoft SDKs\Windows\v10.0A\bin\NETFX 4.8 Tools\WinRes.exe,.NET Framework,v4.0.30319
C:\Program Files (x86)\Microsoft SDKs\Windows\v10.0A\bin\NETFX 4.8 Tools\WinMDExp.exe,.NET Framework,v4.0.30319
C:\Program Files (x86)\Microsoft SDKs\Windows\v10.0A\bin\NETFX 4.8 Tools\WFC.exe,.NET Framework,v4.0.30319
C:\Program Files (x86)\Microsoft SDKs\Windows\v10.0A\bin\NETFX 4.8 Tools\WCA.exe,.NET Framework,v4.0.30319
C:\Program Files (x86)\Microsoft SDKs\Windows\v10.0A\bin\NETFX 4.8 Tools\TlbImp.exe,.NET Framework,v4.0.30319
C:\Program Files (x86)\Microsoft SDKs\Windows\v10.0A\bin\NETFX 4.8 Tools\TlbExp.exe,.NET Framework,v4.0.30319
C:\Program Files (x86)\Microsoft SDKs\Windows\v10.0A\bin\NETFX 4.8 Tools\SvcUtil.exe,.NET Framework,4.5
C:\Program Files (x86)\Microsoft SDKs\Windows\v10.0A\bin\NETFX 4.8 Tools\SvcTraceViewer.exe,.NET Framework,v4.0.30319
C:\Program Files (x86)\Microsoft SDKs\Windows\v10.0A\bin\NETFX 4.8 Tools\SvcConfigEditor.exe,.NET Framework,4.5
C:\Program Files (x86)\Microsoft SDKs\Windows\v10.0A\bin\NETFX 4.8 Tools\StoreAdm.exe,.NET Framework,v4.0.30319
C:\Program Files (x86)\Microsoft SDKs\Windows\v10.0A\bin\NETFX 4.8 Tools\SqlMetal.exe,.NET Framework,v4.0.30319
C:\Program Files (x86)\Microsoft SDKs\Windows\v10.0A\bin\NETFX 4.8 Tools\sgen.exe,.NET Framework,v4.0.30319
C:\Program Files (x86)\Microsoft SDKs\Windows\v10.0A\bin\NETFX 4.8 Tools\SecAnnotate.exe,.NET Framework,v4.0.30319
C:\Program Files (x86)\Microsoft SDKs\Windows\v10.0A\bin\NETFX 4.8 Tools\ResGen.exe,.NET Framework,v4.0.30319
C:\Program Files (x86)\Microsoft SDKs\Windows\v10.0A\bin\NETFX 4.8 Tools\MSBuildTaskHost.exe,.NET Framework,v2.0.50727
C:\Program Files (x86)\Microsoft SDKs\Windows\v10.0A\bin\NETFX 4.8 Tools\mpgo.exe,.NET Framework,v4.0.30319
C:\Program Files (x86)\Microsoft SDKs\Windows\v10.0A\bin\NETFX 4.8 Tools\mgmtclassgen.exe,.NET Framework,v4.0.30319
C:\Program Files (x86)\Microsoft SDKs\Windows\v10.0A\bin\NETFX 4.8 Tools\mageui.exe,.NET Framework,v4.0.30319
C:\Program Files (x86)\Microsoft SDKs\Windows\v10.0A\bin\NETFX 4.8 Tools\mage.exe,.NET Framework,v4.0.30319
C:\Program Files (x86)\Microsoft SDKs\Windows\v10.0A\bin\NETFX 4.8 Tools\lc.exe,.NET Framework,v4.0.30319
C:\Program Files (x86)\Microsoft SDKs\Windows\v10.0A\bin\NETFX 4.8 Tools\disco.exe,.NET Framework,v4.0.30319
C:\Program Files (x86)\Microsoft SDKs\Windows\v10.0A\bin\NETFX 4.8 Tools\AxImp.exe,.NET Framework,v4.0.30319
C:\Program Files (x86)\Microsoft SDKs\Windows\v10.0A\bin\NETFX 4.8 Tools\aspnet_merge.exe,.NET Framework,v4.0.30319
C:\Program Files (x86)\Microsoft SDKs\Windows\v10.0A\bin\NETFX 4.8 Tools\aspnet_intern.exe,.NET Framework,v4.0.30319
C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\TestPlatform.Universal\17.1\References\CommonConfiguration\neutral\testhost.dll,.NET Framework,2.1
C:\Program Files (x86)\Microsoft Visual Studio\Installer\Feedback\dump64a.exe,.NET Framework,4.8
C:\Program Files (x86)\Microsoft Visual Studio\Installer\Feedback\dump64.exe,.NET Framework,4.7.2
C:\Program Files (x86)\Microsoft Visual Studio\Installer\resources\app\ServiceHub\Services\Microsoft.VisualStudio.Setup.Service\VSIXInstaller.exe,.NET Framework,4.7.2
C:\Program Files (x86)\Microsoft Visual Studio\Installer\resources\app\ServiceHub\Services\Microsoft.VisualStudio.Setup.Service\VSIXConfigurationUpdater.exe,.NET Framework,4.7.2
C:\Program Files (x86)\Microsoft Visual Studio\Installer\resources\app\ServiceHub\Services\Microsoft.VisualStudio.Setup.Service\VSIXAutoUpdate.exe,.NET Framework,4.7.2
C:\Program Files (x86)\Microsoft Visual Studio\Installer\resources\app\ServiceHub\Services\Microsoft.VisualStudio.Setup.Service\VSHiveStub.exe,.NET Framework,4.7.2
C:\Program Files (x86)\Microsoft Visual Studio\Installer\resources\app\ServiceHub\Services\Microsoft.VisualStudio.Setup.Service\BackgroundDownload.exe,.NET Framework,4.7.2
C:\Program Files (x86)\Microsoft Visual Studio\Installer\vs_layout.exe,.NET Framework,4.7.2
C:\Program Files (x86)\Microsoft Visual Studio\Installer\vs_installershell.exe,.NET Framework,4.7.2
C:\Program Files (x86)\Microsoft Visual Studio\Installer\vs_installer.windows.exe,.NET Framework,v2.0.50727
C:\Program Files (x86)\Microsoft Visual Studio\Installer\vs_installer.exe,.NET Framework,4.7.2
C:\Program Files (x86)\Microsoft Visual Studio\Installer\VSInstallerElevationService.exe,.NET Framework,4.7.2
C:\Program Files (x86)\Microsoft Visual Studio\Installer\setup.exe,.NET Framework,4.7.2
C:\Program Files (x86)\Microsoft Visual Studio\Installer\InstallCleanup.exe,.NET Framework,4.7.2
C:\Program Files (x86)\Microsoft Visual Studio\Installer\feedback.exe,.NET Framework,4.7.2
C:\Program Files (x86)\MSBuild\15.0\.Net\.NetNative\15.0.24211\arm\ilc\tools\sg.exe,.NET Framework,v4.0.30319
C:\Program Files (x86)\MSBuild\15.0\.Net\.NetNative\15.0.24211\arm\ilc\tools\Gatekeeper.exe,.NET Framework,v4.0.30319
C:\Program Files (x86)\MSBuild\15.0\.Net\.NetNative\15.0.24211\arm\ilc\ilc.exe,.NET Framework,v4.0.30319
C:\Program Files (x86)\MSBuild\15.0\.Net\.NetNative\15.0.24211\x64\ilc\tools\sg.exe,.NET Framework,v4.0.30319
C:\Program Files (x86)\MSBuild\15.0\.Net\.NetNative\15.0.24211\x64\ilc\tools\Gatekeeper.exe,.NET Framework,v4.0.30319
C:\Program Files (x86)\MSBuild\15.0\.Net\.NetNative\15.0.24211\x64\ilc\ilc.exe,.NET Framework,v4.0.30319
C:\Program Files (x86)\MSBuild\15.0\.Net\.NetNative\15.0.24211\x86\ilc\tools\sg.exe,.NET Framework,v4.0.30319
C:\Program Files (x86)\MSBuild\15.0\.Net\.NetNative\15.0.24211\x86\ilc\tools\Gatekeeper.exe,.NET Framework,v4.0.30319
C:\Program Files (x86)\MSBuild\15.0\.Net\.NetNative\15.0.24211\x86\ilc\ilc.exe,.NET Framework,v4.0.30319
C:\Windows\System32\AppV\AppVStreamingUX.exe,.NET Framework,4.5
C:\Windows\System32\WindowsPowerShell\v1.0\powershell_ise.exe,.NET Framework,4.5.1
C:\Windows\System32\vmconnect.exe,.NET Framework,4.6
C:\Windows\System32\UevTemplateConfigItemGenerator.exe,.NET Framework,4.5
C:\Windows\System32\UevTemplateBaselineGenerator.exe,.NET Framework,4.5
C:\Windows\System32\UevAppMonitor.exe,.NET Framework,4.5
C:\Windows\System32\UevAgentPolicyGenerator.exe,.NET Framework,4.5
C:\Windows\System32\tzsync.exe,.NET Framework,4.6
C:\Windows\System32\TsWpfWrp.exe,.NET Framework,v2.0.50727
C:\Windows\System32\stordiag.exe,.NET Framework,4.5
C:\Windows\System32\ScriptRunner.exe,.NET Framework,4.5
C:\Windows\SysWOW64\TsWpfWrp.exe,.NET Framework,v2.0.50727
C:\Windows\SysWOW64\stordiag.exe,.NET Framework,4.5
C:\Windows\WinSxS\amd64_addinprocess32_b77a5c561934e089_10.0.19041.1_none_3700bdc08c446a5c\AddInProcess32.exe,.NET Framework,v2.0.50727
C:\Windows\WinSxS\amd64_addinprocess32_b77a5c561934e089_4.0.15805.0_none_faee98a3c711fae7\AddInProcess32.exe,.NET Framework,v4.0.30319
C:\Windows\WinSxS\amd64_addinprocess32_b77a5c561934e089_4.0.15840.3_none_fae99c53c71674ed\AddInProcess32.exe,.NET Framework,v4.0.30319
C:\Windows\WinSxS\amd64_addinprocess_b77a5c561934e089_4.0.15805.0_none_74baba51266f3010\AddInProcess.exe,.NET Framework,v4.0.30319
C:\Windows\WinSxS\amd64_addinprocess_b77a5c561934e089_4.0.15840.3_none_74b5be012673aa16\AddInProcess.exe,.NET Framework,v4.0.30319
C:\Windows\WinSxS\amd64_addinutil_b77a5c561934e089_4.0.15805.0_none_fcd173bc1b434b81\AddInUtil.exe,.NET Framework,v4.0.30319
C:\Windows\WinSxS\amd64_addinutil_b77a5c561934e089_4.0.15840.3_none_fccc776c1b47c587\AddInUtil.exe,.NET Framework,v4.0.30319
C:\Windows\WinSxS\amd64_aspnet_compiler_b03f5f7f11d50a3a_10.0.19041.1_none_9202844cd514ab44\aspnet_compiler.exe,.NET Framework,v2.0.50727
C:\Windows\WinSxS\amd64_aspnet_compiler_b03f5f7f11d50a3a_4.0.15805.0_none_73cc8b3e43ba1056\aspnet_compiler.exe,.NET Framework,v4.0.30319
C:\Windows\WinSxS\amd64_aspnet_compiler_b03f5f7f11d50a3a_4.0.15840.3_none_73c78eee43be8a5c\aspnet_compiler.exe,.NET Framework,v4.0.30319
C:\Windows\WinSxS\amd64_aspnet_regbrowsers_b03f5f7f11d50a3a_10.0.19041.1_none_82a36c559596820a\aspnet_regbrowsers.exe,.NET Framework,v2.0.50727
C:\Windows\WinSxS\amd64_aspnet_regbrowsers_b03f5f7f11d50a3a_10.0.19200.940_none_e004a52974996607\aspnet_regbrowsers.exe,.NET Framework,v2.0.50727
C:\Windows\WinSxS\amd64_aspnet_regbrowsers_b03f5f7f11d50a3a_4.0.15805.0_none_646d7347043be71c\aspnet_regbrowsers.exe,.NET Framework,v4.0.30319
C:\Windows\WinSxS\amd64_aspnet_regbrowsers_b03f5f7f11d50a3a_4.0.15840.300_none_58fbc43142ef846c\aspnet_regbrowsers.exe,.NET Framework,v4.0.30319
C:\Windows\WinSxS\amd64_aspnet_regbrowsers_b03f5f7f11d50a3a_4.0.15840.3_none_646876f704406122\aspnet_regbrowsers.exe,.NET Framework,v4.0.30319
C:\Windows\WinSxS\amd64_aspnet_regsql_b03f5f7f11d50a3a_10.0.19041.1_none_c9157ddc38b83b1b\aspnet_regsql.exe,.NET Framework,v2.0.50727
C:\Windows\WinSxS\amd64_aspnet_regsql_b03f5f7f11d50a3a_10.0.19200.940_none_2676b6b017bb1f18\aspnet_regsql.exe,.NET Framework,v2.0.50727
C:\Windows\WinSxS\amd64_aspnet_regsql_b03f5f7f11d50a3a_4.0.15805.0_none_aadf84cda75da02d\aspnet_regsql.exe,.NET Framework,v4.0.30319
C:\Windows\WinSxS\amd64_aspnet_regsql_b03f5f7f11d50a3a_4.0.15840.300_none_9f6dd5b7e6113d7d\aspnet_regsql.exe,.NET Framework,v4.0.30319
C:\Windows\WinSxS\amd64_aspnet_regsql_b03f5f7f11d50a3a_4.0.15840.3_none_aada887da7621a33\aspnet_regsql.exe,.NET Framework,v4.0.30319
C:\Windows\WinSxS\amd64_caspol_b03f5f7f11d50a3a_10.0.19041.1_none_e51212a36c631d23\CasPol.exe,.NET Framework,v2.0.50727
C:\Windows\WinSxS\amd64_caspol_b03f5f7f11d50a3a_4.0.15805.0_none_c6dc1994db088235\CasPol.exe,.NET Framework,v4.0.30319
C:\Windows\WinSxS\amd64_caspol_b03f5f7f11d50a3a_4.0.15840.3_none_c6d71d44db0cfc3b\CasPol.exe,.NET Framework,v4.0.30319
C:\Windows\WinSxS\amd64_comsvcconfig_b03f5f7f11d50a3a_4.0.15805.0_none_468e01fabfc37212\ComSvcConfig.exe,.NET Framework,v4.0.30319
C:\Windows\WinSxS\amd64_comsvcconfig_b03f5f7f11d50a3a_4.0.15840.3_none_468905aabfc7ec18\ComSvcConfig.exe,.NET Framework,v4.0.30319
C:\Windows\WinSxS\amd64_datasvcutil_b77a5c561934e089_4.0.15805.0_none_5b1ada239e3b0505\DataSvcUtil.exe,.NET Framework,v4.0.30319
C:\Windows\WinSxS\amd64_datasvcutil_b77a5c561934e089_4.0.15840.3_none_5b15ddd39e3f7f0b\DataSvcUtil.exe,.NET Framework,v4.0.30319
C:\Windows\WinSxS\amd64_dfsvc_b03f5f7f11d50a3a_4.0.15805.0_none_c0d2d1227427864f\dfsvc.exe,.NET Framework,v4.0.30319
C:\Windows\WinSxS\amd64_dfsvc_b03f5f7f11d50a3a_4.0.15840.3_none_c0cdd4d2742c0055\dfsvc.exe,.NET Framework,v4.0.30319
C:\Windows\WinSxS\amd64_edmgen_b77a5c561934e089_4.0.15805.0_none_ae80a3049486a75f\EdmGen.exe,.NET Framework,v4.0.30319
C:\Windows\WinSxS\amd64_edmgen_b77a5c561934e089_4.0.15840.3_none_ae7ba6b4948b2165\EdmGen.exe,.NET Framework,v4.0.30319
C:\Windows\WinSxS\amd64_installutil_b03f5f7f11d50a3a_10.0.19041.1_none_f4b2fffd9da4c90a\InstallUtil.exe,.NET Framework,v2.0.50727
C:\Windows\WinSxS\amd64_installutil_b03f5f7f11d50a3a_4.0.15805.0_none_d67d06ef0c4a2e1c\InstallUtil.exe,.NET Framework,v4.0.30319
C:\Windows\WinSxS\amd64_installutil_b03f5f7f11d50a3a_4.0.15840.3_none_d6780a9f0c4ea822\InstallUtil.exe,.NET Framework,v4.0.30319
C:\Windows\WinSxS\amd64_jsc_b03f5f7f11d50a3a_4.0.15805.0_none_02d98290c2a0aa6b\jsc.exe,.NET Framework,4.5
C:\Windows\WinSxS\amd64_jsc_b03f5f7f11d50a3a_4.0.15840.3_none_02d48640c2a52471\jsc.exe,.NET Framework,4.5
C:\Windows\Microsoft.NET\assembly\GAC_MSIL\Microsoft.Workflow.Compiler\v4.0_4.0.0.0__31bf3856ad364e35\Microsoft.Workflow.Compiler.exe,.NET Framework,v4.0.30319
C:\Windows\Microsoft.NET\assembly\GAC_MSIL\SMSvcHost\v4.0_4.0.0.0__b03f5f7f11d50a3a\SMSvcHost.exe,.NET Framework,v4.0.30319
C:\Windows\Microsoft.NET\assembly\GAC_MSIL\WsatConfig\v4.0_4.0.0.0__b03f5f7f11d50a3a\WsatConfig.exe,.NET Framework,v4.0.30319
C:\Windows\Microsoft.NET\DirectX for Managed Code\1.0.2902.0\Microsoft.DirectX.dll,.NET Framework,v1.1.4322
C:\Windows\Microsoft.NET\DirectX for Managed Code\1.0.2902.0\Microsoft.DirectX.DirectSound.dll,.NET Framework,v1.1.4322
C:\Windows\Microsoft.NET\DirectX for Managed Code\1.0.2902.0\Microsoft.DirectX.DirectPlay.dll,.NET Framework,v1.1.4322
C:\Windows\Microsoft.NET\DirectX for Managed Code\1.0.2902.0\Microsoft.DirectX.DirectInput.dll,.NET Framework,v1.1.4322
C:\Windows\Microsoft.NET\DirectX for Managed Code\1.0.2902.0\Microsoft.DirectX.DirectDraw.dll,.NET Framework,v1.1.4322
C:\Windows\Microsoft.NET\DirectX for Managed Code\1.0.2902.0\Microsoft.DirectX.Direct3DX.dll,.NET Framework,v1.1.4322
C:\Windows\Microsoft.NET\DirectX for Managed Code\1.0.2902.0\Microsoft.DirectX.Direct3D.dll,.NET Framework,v1.1.4322
C:\Windows\Microsoft.NET\DirectX for Managed Code\1.0.2902.0\Microsoft.DirectX.Diagnostics.dll,.NET Framework,v1.1.4322
C:\Windows\Microsoft.NET\DirectX for Managed Code\1.0.2902.0\Microsoft.DirectX.AudioVideoPlayback.dll,.NET Framework,v1.1.4322
C:\Windows\Microsoft.NET\DirectX for Managed Code\1.0.2903.0\Microsoft.DirectX.Direct3DX.dll,.NET Framework,v1.1.4322
C:\Windows\Microsoft.NET\DirectX for Managed Code\1.0.2904.0\Microsoft.DirectX.Direct3DX.dll,.NET Framework,v1.1.4322
C:\Windows\Microsoft.NET\DirectX for Managed Code\1.0.2905.0\Microsoft.DirectX.Direct3DX.dll,.NET Framework,v1.1.4322
C:\Windows\Microsoft.NET\DirectX for Managed Code\1.0.2906.0\Microsoft.DirectX.Direct3DX.dll,.NET Framework,v1.1.4322
C:\Windows\Microsoft.NET\DirectX for Managed Code\1.0.2907.0\Microsoft.DirectX.Direct3DX.dll,.NET Framework,v1.1.4322
C:\Windows\Microsoft.NET\DirectX for Managed Code\1.0.2908.0\Microsoft.DirectX.Direct3DX.dll,.NET Framework,v1.1.4322
C:\Windows\Microsoft.NET\DirectX for Managed Code\1.0.2909.0\Microsoft.DirectX.Direct3DX.dll,.NET Framework,v1.1.4322
C:\Windows\Microsoft.NET\DirectX for Managed Code\1.0.2910.0\Microsoft.DirectX.Direct3DX.dll,.NET Framework,v1.1.4322
C:\Windows\Microsoft.NET\DirectX for Managed Code\1.0.2911.0\Microsoft.DirectX.Direct3DX.dll,.NET Framework,v1.1.4322
C:\Windows\Microsoft.NET\Framework\v2.0.50727\RegSvcs.exe,.NET Framework,v2.0.50727
C:\Windows\Microsoft.NET\Framework\v2.0.50727\RegAsm.exe,.NET Framework,v2.0.50727
C:\Windows\Microsoft.NET\Framework\v2.0.50727\MSBuild.exe,.NET Framework,v2.0.50727
C:\Windows\WinSxS\amd64_microsoft-xbox-gamecallableui.appxmain_31bf3856ad364e35_10.0.19041.5678_none_97bb4cf29ca3d5d2\XBox.TCUI.exe,.NET Framework,4.5
C:\Windows\WinSxS\amd64_smsvchost_b03f5f7f11d50a3a_4.0.15805.0_none_6d5f51303f9aca21\SMSvcHost.exe,.NET Framework,v4.0.30319
C:\Windows\WinSxS\amd64_smsvchost_b03f5f7f11d50a3a_4.0.15840.3_none_6d5a54e03f9f4427\SMSvcHost.exe,.NET Framework,v4.0.30319
C:\Windows\WinSxS\amd64_vmconnect6.2_31bf3856ad364e35_10.0.19041.1_none_5c4aee22bbc45ef1\vmconnect6.2.exe,.NET Framework,4.6
C:\Windows\WinSxS\amd64_wpf-presentationfontcache_31bf3856ad364e35_10.0.19041.1_none_bb8aa452b18b9835\PresentationFontCache.exe,.NET Framework,v2.0.50727
C:\Program Files (x86)\Adobe\Adobe Sync\CoreSync\LogCollectorTool\LogCollectorTool.exe,.NET Framework,4.5.2
C:\Program Files (x86)\Common Files\Microsoft Shared\Phone Tools\CoreCon\11.0\bin\IpOverUsbSvc.exe,.NET Framework,4.5
C:\Program Files (x86)\IIS\Microsoft Web Deploy V3\msdeploy.exe,.NET Framework,4.7.2
C:\Program Files (x86)\IIS Express\IisExpressAdminCmd.exe,.NET Framework,4.5
C:\Program Files (x86)\Microsoft SDKs\NuGetPackages\microsoft.testplatform.testhost\17.10.0-preview-24080-01\build\netcoreapp3.1\x64\testhost.dll,.NET Framework,3.1
C:\Program Files (x86)\Microsoft SDKs\NuGetPackages\microsoft.testplatform.testhost\17.10.0-preview-24080-01\build\netcoreapp3.1\x86\testhost.x86.dll,.NET Framework,3.1
C:\Program Files (x86)\Microsoft SDKs\NuGetPackages\microsoft.testplatform.testhost\17.10.0-preview-24080-01\lib\netcoreapp3.1\testhost.dll,.NET Framework,3.1
C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\microsoft.net.native.compiler\1.7.6\tools\arm\ilc\csc\csc.exe,.NET Framework,4.5
C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\microsoft.net.native.compiler\1.7.6\tools\arm\ilc\tools\sg.exe,.NET Framework,v4.0.30319
C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\microsoft.net.native.compiler\1.7.6\tools\arm\ilc\tools\Gatekeeper.exe,.NET Framework,v4.0.30319
C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\microsoft.net.native.compiler\1.7.6\tools\arm\ilc\ilc.exe,.NET Framework,v4.0.30319
C:\Windows\System32\Microsoft.Uev.SyncController.exe,.NET Framework,4.5
C:\Program Files\dotnet\sdk\8.0.300\Roslyn\bincore\VBCSCompiler.dll,.NET Framework,8.0
C:\Program Files\dotnet\sdk\8.0.300\Roslyn\bincore\vbc.dll,.NET Framework,8.0
C:\Program Files\dotnet\sdk\8.0.300\Roslyn\bincore\csc.dll,.NET Framework,8.0
C:\Program Files\dotnet\sdk\8.0.300\Sdks\Microsoft.NET.Sdk.BlazorWebAssembly\tools\net8.0\Microsoft.NET.Sdk.BlazorWebAssembly.Tool.dll,.NET Framework,8.0
C:\Program Files\dotnet\sdk\8.0.300\Sdks\Microsoft.NET.Sdk.Razor\tools\rzc.dll,.NET Framework,8.0
C:\Program Files\dotnet\sdk\8.0.300\Sdks\Microsoft.NET.Sdk.StaticWebAssets\tools\net8.0\Microsoft.NET.Sdk.StaticWebAssets.Tool.dll,.NET Framework,8.0
C:\Program Files\dotnet\sdk\8.0.300\TestHostNetFramework\testhost.x86.exe,.NET Framework,4.6.2
C:\Program Files\dotnet\sdk\8.0.300\TestHostNetFramework\testhost.net48.x86.exe,.NET Framework,4.8
C:\Program Files\dotnet\sdk\8.0.300\TestHostNetFramework\testhost.net48.exe,.NET Framework,4.8
C:\Program Files\dotnet\sdk\8.0.300\TestHostNetFramework\testhost.net48.arm64.exe,.NET Framework,4.8
C:\Program Files\dotnet\sdk\8.0.300\TestHostNetFramework\testhost.net472.x86.exe,.NET Framework,4.7.2
C:\Program Files\dotnet\sdk\8.0.300\TestHostNetFramework\testhost.net472.exe,.NET Framework,4.7.2
C:\Program Files\dotnet\sdk\8.0.300\TestHostNetFramework\testhost.net472.arm64.exe,.NET Framework,4.7.2
C:\Program Files\dotnet\sdk\8.0.300\TestHostNetFramework\testhost.net471.x86.exe,.NET Framework,4.7.1
C:\Program Files\dotnet\sdk\8.0.300\TestHostNetFramework\testhost.net471.exe,.NET Framework,4.7.1
C:\Program Files\dotnet\sdk\8.0.300\TestHostNetFramework\testhost.net471.arm64.exe,.NET Framework,4.7.1
C:\Program Files\dotnet\sdk\8.0.300\TestHostNetFramework\testhost.net47.x86.exe,.NET Framework,4.7
C:\Program Files\dotnet\sdk\8.0.300\TestHostNetFramework\testhost.net47.exe,.NET Framework,4.7
C:\Program Files\dotnet\sdk\8.0.300\TestHostNetFramework\testhost.net47.arm64.exe,.NET Framework,4.7
C:\Program Files\dotnet\sdk\8.0.300\TestHostNetFramework\testhost.exe,.NET Framework,4.6.2
C:\Program Files\dotnet\sdk\8.0.300\TestHostNetFramework\testhost.arm64.exe,.NET Framework,4.6.2
C:\Program Files\dotnet\sdk\8.0.300\TestHostNetFramework\datacollector.exe,.NET Framework,4.7.2
C:\Program Files\dotnet\sdk\8.0.300\TestHostNetFramework\datacollector.arm64.exe,.NET Framework,4.7.2
C:\Program Files\dotnet\sdk\8.0.300\vstest.console.dll,.NET Framework,3.1
C:\Program Files\dotnet\sdk\8.0.300\testhost.dll,.NET Framework,3.1
C:\Program Files\dotnet\sdk\8.0.300\NuGet.CommandLine.XPlat.dll,.NET Framework,7.0
C:\Program Files\dotnet\sdk\8.0.300\NuGet.Build.Tasks.Console.dll,.NET Framework,7.0
C:\Program Files\dotnet\sdk\8.0.300\MSBuild.dll,.NET Framework,8.0
C:\Program Files\dotnet\sdk\8.0.300\dotnet.dll,.NET Framework,8.0
C:\Program Files\dotnet\sdk\8.0.300\datacollector.dll,.NET Framework,3.1
C:\Program Files\dotnet\sdk\9.0.302\Containers\containerize\MSBuild.dll,.NET Framework,9.0
C:\Program Files\dotnet\sdk\9.0.302\Containers\containerize\containerize.dll,.NET Framework,9.0
C:\Program Files\dotnet\sdk\9.0.302\DotnetTools\dotnet-dev-certs\9.0.7-servicing.25317.2\tools\net9.0\any\dotnet-dev-certs.dll,.NET Framework,9.0
C:\Program Files\dotnet\sdk\9.0.302\DotnetTools\dotnet-format\BuildHost-net472\Microsoft.CodeAnalysis.Workspaces.MSBuild.BuildHost.exe,.NET Framework,4.7.2
C:\Program Files\dotnet\sdk\9.0.302\DotnetTools\dotnet-format\BuildHost-netcore\Microsoft.CodeAnalysis.Workspaces.MSBuild.BuildHost.dll,.NET Framework,6.0
